Id,primary_use,processor_brand,price,capacity,ram,touchscreen,size,resolution,weight
293,40,3,460,512,8,0,15.6,1080,3.75
294,40,3,385,256,4,0,14,1080,3.53
295,40,3,899,512,8,0,15.6,1080,5.31
296,40,1,590,512,8,0,14,1080,3.22
299,40,3,469,512,8,0,14,1080,2.87
300,40,3,769,512,8,0,14,1080,2.87
301,40,3,539,256,8,1,14,1080,3.35
302,40,3,529,512,8,1,14,1080,3.31
303,40,3,639,512,8,1,14,1080,3.31
304,40,3,610,256,8,1,14,1080,3.31
305,40,1,441,512,8,0,14,768,5.58
309,40,1,745,512,16,0,15.6,1080,5.29
310,40,3,369,1000,4,0,15.6,1080,5.09
311,40,3,792,512,16,0,16,2240,3.11
313,40,1,789,1000,16,1,13.3,1080,2.89
314,40,3,648,512,16,0,15.6,1080,3.66
315,40,3,365,512,8,0,15.6,1080,3.64
319,40,3,416,512,8,0,15.6,1080,3.97
320,40,3,414,256,8,0,15,1080,6.17
322,40,3,769,256,8,0,14,1080,2.18
323,40,3,769,256,8,0,14,1080,2.18
324,40,3,366,256,8,0,15.6,1080,3.64
325,40,3,1060,512,8,0,16,2566,2.62
330,40,3,279,1000,4,0,15.6,1080,4.19
336,40,3,469,256,8,0,14,1080,3.42
341,40,1,704,512,8,1,14,1080,3.44
344,40,1,594,512,8,0,14,1080,3.31
352,40,3,920,512,8,1,14,1080,3.31
353,40,3,746,512,16,0,15.6,1080,3.62
357,40,3,344,256,4,0,15.6,1080,3.64
361,40,3,540,512,8,0,15.6,1080,3.86
362,40,3,415,512,8,0,15.6,1080,3.64
364,40,3,1119,512,16,1,13.5,1080,2.95
365,40,1,481,512,8,0,15.6,1080,3.64
366,40,3,399,256,8,0,14,1080,3.31
367,40,3,849,512,16,0,14,1080,2.84
368,40,3,465,512,8,0,14,1080,2.87
369,40,3,615,512,8,0,14,1080,3.09
370,40,3,784,512,8,1,14,1080,3.31
372,40,1,849,512,16,1,14,1080,3.44
376,40,3,604,512,8,1,14,1080,3.31
379,40,3,719,512,8,1,14,1080,3.31
383,40,3,590,256,8,1,14,1080,3.31
384,40,3,898,512,16,1,14,1080,3.31
387,40,1,650,512,8,0,15.6,1080,3.62
391,40,3,850,512,16,0,15.6,1080,3.62
394,40,3,588,512,16,0,17.3,1080,5.07
400,40,3,430,256,8,0,14,768,3.24
401,40,3,519,256,8,0,15.6,1080,3.97
402,40,3,675,512,16,0,14,1080,3.09
403,40,3,675,512,16,0,14,1080,3.09
404,40,3,590,256,8,0,15.6,1080,3.97
405,40,3,675,512,16,0,14,1080,3.09
406,40,1,720,256,8,0,15.6,1080,3.97
407,40,1,720,256,8,0,15.6,1080,3.97
409,40,3,625,512,8,0,15.6,1080,3.97
410,40,3,850,256,16,0,15.6,1080,3.97
411,40,3,465,256,8,0,15.6,1080,3.97
412,40,3,866,512,16,1,14,1080,2.82
413,40,1,1090,512,16,1,13.3,1080,2.98
415,40,3,346,256,4,0,15.6,768,3.97
421,40,3,503,256,8,1,14,1080,3.28
423,40,3,1599,1000,16,1,13.5,3024,2.95
424,40,1,779,1000,16,0,13.3,1200,2.14
425,40,1,617,512,16,0,13.3,1200,2.14
427,40,3,566,512,8,0,14,1080,3.28
429,40,3,603,256,8,0,14,1080,3.28
432,40,3,584,512,8,0,14,1080,3.11
433,40,3,695,512,16,0,14,1080,3.11
435,40,3,750,512,8,0,15.6,1080,3.86
438,40,3,349,256,4,0,15.6,1080,4.19
442,40,3,549,512,8,0,15.6,1080,4.08
445,40,3,625,512,16,0,14,1080,3.26
446,40,3,470,256,8,0,14,1080,3.22
450,40,3,399,512,8,0,14,1080,3.26
452,40,1,925,512,16,0,13.3,1080,3.97
453,40,3,499,512,8,0,15.6,1080,4.01
454,40,3,414,1000,8,0,15.6,1080,3.9
455,40,1,484,512,8,0,14,1080,3.66
456,40,3,529,256,16,0,17.3,1080,5.07
459,40,1,649,512,16,0,14,2240,3.04
461,40,3,879,512,16,0,14,1080,3.11
462,40,3,200,256,4,0,11.6,768,2.73
465,40,3,339,256,4,0,14,1080,3.53
469,40,3,409,512,16,0,14,1080,3.31
471,40,3,385,256,8,0,14,1080,2.87
473,40,3,446,512,8,0,14,1080,2.87
474,40,3,715,512,8,0,14,1080,2.87
475,40,3,920,512,16,0,14,1080,2.84
477,40,3,349,512,4,0,15.6,1080,3.97
478,40,3,715,512,16,0,15.6,1080,3.97
479,40,3,470,512,8,0,15.6,1080,3.97
480,40,3,715,512,16,0,15.6,1080,3.97
481,40,3,470,512,8,0,15.6,1080,3.97
484,40,3,530,512,8,0,15.6,768,3.86
491,40,1,599,512,16,0,14,1080,3.11
492,40,3,1170,512,16,0,12,1080,3.15
493,40,3,629,512,8,0,15.6,1080,3.86
494,40,1,551,512,8,0,14,1080,3.22
497,40,1,960,512,16,1,13.3,1080,2.91
500,40,3,306,256,4,0,14,768,3.31
502,40,3,1199,1000,16,0,15.6,2560,4.96
504,40,3,870,512,16,0,15.6,1080,4.96
505,40,1,474,512,16,1,13.3,1080,2.89
506,40,3,459,256,4,0,15.6,1080,3.37
507,40,2,2259,1000,16,0,14.2,3024,3.53
511,40,3,1128,1000,16,1,13.5,1280,2.95
512,40,3,740,512,8,1,14,1080,3.35
513,40,1,598,512,16,0,14,1080,3.11
514,40,3,439,256,8,0,15.6,768,4.08
516,40,3,374,256,4,0,15.6,1080,4.14
522,40,3,249,1000,4,0,14,1080,3.09
529,40,3,489,512,8,0,14,1080,3.09
530,40,3,610,512,16,0,14,1080,3.09
532,40,3,829,512,8,1,14,1080,3.31
533,40,3,710,512,16,0,14,1080,3.22
534,40,3,739,512,8,1,14,1080,3.31
539,40,3,1050,512,8,1,13.3,1280,2.8
542,40,3,399,512,8,0,14,768,3.09
543,40,3,791,512,16,0,14,3841,3.51
547,40,3,809,512,16,1,14,1080,3.31
549,40,3,1159,512,16,1,13.5,1280,2.95
550,40,3,449,256,8,0,15.6,1080,3.97
552,40,1,720,256,8,0,15.6,1080,3.97
553,40,3,469,256,8,0,15.6,1080,3.97
557,40,3,679,256,16,0,15.6,1080,3.97
562,40,3,519,512,8,0,15.6,1080,3.64
564,40,3,299,256,4,0,14,768,3.31
565,40,3,750,512,16,0,14,1080,3.66
566,40,1,925,512,16,1,13.3,1080,2.89
567,40,3,349,256,8,0,14,1080,3.7
569,40,3,389,256,8,0,15.6,768,4.08
570,40,3,966,512,16,0,15.6,1080,4.39
573,40,1,720,512,8,0,14,1080,3.11
575,40,3,849,512,16,1,14,1080,3.31
576,40,3,685,512,8,0,13,2566,2.78
577,40,3,745,512,16,0,13,2566,2.78
578,40,3,470,256,4,0,15,1080,3.75
579,40,1,569,512,8,0,14,1080,3.73
580,40,3,720,1000,8,0,13.3,2566,4.45
581,40,3,859,1000,16,0,13,2566,2.78
583,40,3,685,512,8,0,14,1080,3.53
584,40,3,454,512,8,0,15.6,1080,3.97
586,40,1,344,256,4,0,15.6,768,4.08
588,40,1,338,256,8,0,15.6,1080,3.73
589,40,1,803,512,16,0,14,1080,3.11
590,40,1,800,512,16,0,14,1080,3.11
591,40,3,929,1000,16,0,13.3,1080,2.87
594,40,3,850,512,16,0,14,2240,3.11
595,40,3,545,512,8,0,15.6,1080,3.75
596,40,3,284,1000,4,1,11.6,768,2.76
597,40,3,459,512,8,0,15.6,1080,3.75
599,40,3,349,256,4,0,15.6,1080,3.97
601,40,3,349,256,4,0,15.6,1080,3.97
602,40,3,870,512,8,0,14,1080,2.58
603,40,3,625,256,8,0,15.6,1080,3.97
604,40,1,430,256,8,0,15.6,1080,3.97
605,40,3,449,1000,8,0,14,1080,3.42
607,40,3,529,512,8,0,15.6,1080,3.64
608,40,3,531,256,8,0,15.6,1080,3.64
609,40,3,685,256,8,0,15.6,1080,3.64
613,40,3,850,256,8,1,14,1080,3.44
614,40,3,350,256,4,0,14,768,3.53
615,40,3,349,256,8,0,15.6,1080,3.75
616,40,3,1599,1000,4,0,11.6,768,2.47
618,40,3,459,512,8,0,14,1080,2.87
619,40,3,434,512,8,0,14,1080,2.87
620,40,3,740,512,8,0,14,1080,2.87
621,40,3,805,512,8,0,14,1080,2.87
622,40,3,469,512,8,0,14,1080,2.87
629,40,1,920,1000,8,0,14,2560,3.53
636,40,3,485,512,8,0,15.6,1080,3.64
637,40,3,829,512,16,1,14,1080,3
638,40,3,850,512,16,0,14,2240,3.04
640,40,1,476,512,8,0,15.6,1080,3.97
648,40,3,991,1000,16,0,14,1200,3.51
650,40,3,380,1000,4,0,15.6,768,3.97
654,40,1,909,1000,16,1,13.3,1080,2.91
655,40,3,465,256,8,0,15.6,1080,3.97
656,40,3,529,512,8,0,15.6,1080,3.97
657,40,3,1199,1000,16,1,14,1080,3.46
658,40,1,529,512,8,0,15.6,1080,3.66
671,40,1,644,512,16,0,13.3,1080,2.14
672,40,3,775,512,16,1,13.3,1080,2.87
681,40,3,629,256,8,0,15.6,1080,5.86
683,40,3,459,512,8,0,15.6,1080,3.97
684,40,3,510,256,8,0,15.6,1080,3.97
685,40,1,449,512,8,0,14,1080,2.87
687,40,1,849,1000,16,0,13.3,1080,2.51
689,40,1,549,512,8,0,15.6,1080,3.88
691,40,1,920,512,16,0,13.3,1080,2.51
694,40,3,541,512,8,0,14,1080,3.48
695,40,3,720,512,8,0,15.6,1080,3.06
696,40,3,349,256,4,0,14,1080,3.48
697,40,1,659,512,16,0,13.3,1200,2.14
698,40,1,410,512,8,0,15.6,1080,3.73
700,40,3,639,256,8,0,15.6,1080,3.97
701,40,3,561,256,8,0,15.6,1080,3.06
704,40,3,419,512,8,0,15.6,1080,3.97
705,40,3,470,512,4,0,15.6,1080,3.97
706,40,3,610,512,8,0,15.6,1080,3.97
707,40,3,519,512,8,0,15.6,1080,3.97
708,40,1,529,256,8,0,14,1080,3.33
711,40,3,460,1000,8,0,15.6,1080,3.75
713,40,3,399,256,4,0,15.6,1080,3.75
714,40,3,354,256,8,0,15.6,768,3.75
715,40,3,399,256,8,0,15.6,1080,3.53
716,40,1,214,128,4,0,14,768,2.95
720,40,3,538,512,8,0,14,1080,3.28
721,40,3,939,512,16,1,14,1080,3.15
722,40,1,201,256,4,1,11.6,768,2.36
723,40,3,569,512,8,0,15.6,1080,3.64
724,40,2,1029,512,8,0,13.3,2566,2.84
725,40,2,1611,1000,8,0,13.3,2566,3.09
726,40,2,1029,512,8,0,13.3,2566,2.84
729,40,3,275,256,4,1,11.6,768,2.65
730,40,3,202,256,4,0,11.6,768,2.2
731,40,3,204,256,4,0,15.6,768,3.15
733,40,3,229,512,4,1,14,768,2.95
734,40,3,203,512,4,0,14,768,2.65
736,40,3,238,256,4,1,15.6,1080,3.73
738,40,3,209,256,4,0,11.6,768,2.31
742,40,3,625,512,8,0,14,1080,3.11
745,40,3,727,512,16,0,14,1080,3.31
746,40,1,595,512,8,0,14,1080,3.31
748,40,1,720,512,8,0,14,1080,3.09
750,40,3,424,512,8,0,15.6,1080,3.84
751,40,3,1005,512,16,1,14,1080,3.44
752,40,3,675,256,8,0,15.6,1080,3.9
753,40,3,686,512,16,0,15.3,1080,3.64
754,40,1,594,512,8,0,15.6,1080,3.62
755,40,3,719,512,16,0,15.6,1080,3.64
757,40,3,889,512,16,0,14,2566,2.98
758,40,3,1819,1000,16,1,13.4,3841,2.8
759,40,1,780,512,16,0,17.3,1080,5.07
761,40,3,788,512,16,1,14,1080,3.44
762,40,3,708,512,8,1,14,1080,3.44
770,40,3,1128,1000,16,0,15.6,1080,3.75
771,40,3,460,512,8,0,15.6,1080,3.88
772,40,3,720,256,8,0,15.6,1080,3.66
773,40,3,669,512,16,0,15.6,1080,3.66
774,40,3,371,256,4,0,14,1080,3.48
776,40,1,850,512,8,1,14,1080,3.44
777,40,3,799,512,8,1,14,1080,3.44
778,40,3,514,256,8,0,14,1080,3.11
779,40,3,750,512,16,0,15.6,1080,3.66
784,40,3,543,512,8,0,15.6,1080,3.64
785,40,3,437,256,8,0,14,1080,3.11
786,40,1,720,512,8,0,14,1080,3.09
787,40,1,740,512,8,0,14,1080,3.06
790,40,1,720,512,8,0,14,1080,3.09
791,40,3,715,512,8,0,15.6,1080,3.64
792,40,3,1554,512,16,1,14,1080,3.42
793,40,3,819,512,16,0,14,1080,3
794,40,3,969,1000,16,1,14,1080,3
795,40,3,448,256,8,0,15.6,1080,3.64
797,40,3,841,512,8,0,15.6,1080,3.75
798,40,3,679,512,8,0,15.6,1080,3.75
799,40,3,484,512,8,0,15.6,768,3.84
802,40,3,960,512,8,0,14,1080,3.09
803,40,3,800,512,8,0,15.6,1080,3.75
804,40,3,960,512,16,0,15.6,1080,3.75
805,40,3,1252,512,8,1,14,1080,3.42
806,40,1,627,256,8,0,17.3,1080,5.07
807,40,3,1029,1000,16,0,13.3,1080,2.51
808,40,1,279,512,4,0,15.6,768,4.08
809,40,1,278,512,4,0,15.6,1080,4.08
810,40,3,1144,512,16,0,13.3,1080,2.56
811,40,3,234,256,4,0,14,1080,3.42
813,40,3,360,256,4,0,14,1080,3.48
816,40,3,569,512,8,0,14,1080,3.06
817,40,1,679,512,16,0,15.6,1080,3.66
818,40,1,280,512,4,0,15.6,768,4.08
824,40,1,629,512,8,1,14,1080,3.31
825,40,3,925,512,16,0,15.6,1080,4.1
826,40,1,960,512,8,0,14,1080,2.69
827,40,3,642,512,8,0,14,1080,3.31
828,40,3,870,512,8,1,14,1080,3.44
834,40,3,443,256,8,0,14,768,3.22
836,40,3,1099,1000,16,0,13.3,2566,2.69
840,40,3,380,256,8,0,14,1080,3.22
842,40,3,1460,1000,16,1,14,1080,3.57
844,40,3,629,512,8,1,14,1080,3.44
845,40,3,899,512,16,0,14,1080,2.84
846,40,1,515,512,8,0,15.6,1080,3.73
848,40,3,709,512,8,0,14,1080,2.87
851,40,3,800,512,8,0,15.6,1080,3.75
852,40,3,764,512,8,0,15.6,1080,3.64
853,40,3,799,512,8,1,13.3,1080,2.87
854,40,3,339,2000,4,0,15.6,768,3.97
859,40,1,385,256,4,0,15.6,1080,3.97
860,40,3,584,512,8,0,14,1080,3.22
861,40,3,685,512,8,0,15.6,1080,3.64
864,40,3,510,512,8,0,14,1080,3.48
865,40,1,519,512,8,0,14,1080,3.22
866,40,3,556,512,8,0,14,1080,3.48
867,40,3,745,512,8,0,15.6,1080,3.86
868,40,1,715,512,8,0,15.6,1080,3.88
869,40,1,610,512,8,0,15.6,1080,3.88
870,40,3,530,2000,8,0,14,768,3.97
871,40,3,1410,512,16,1,14,1080,3.57
872,40,1,539,512,8,0,15.6,1080,3.73
873,40,3,635,512,8,0,14,768,3.22
874,40,3,1019,512,8,1,14,1080,3.57
875,40,1,571,256,8,0,15.6,1080,3.97
876,40,3,469,512,8,0,14,1080,3.09
877,40,1,489,512,8,0,15.6,1080,3.97
879,40,3,430,256,8,0,15.6,1080,4.03
880,40,3,799,512,8,1,13.3,1080,2.87
881,40,3,449,256,4,0,15.6,1080,3.75
882,40,3,664,512,8,0,15.6,1080,3.75
883,40,3,1224,1000,16,0,13.3,1080,2.16
884,40,1,204,256,4,1,11.6,768,2.36
886,40,3,720,512,8,0,14,1080,2.95
887,40,3,586,256,8,0,14,1080,3.26
889,40,3,459,256,8,0,15.6,1080,3.73
890,40,3,559,256,4,0,14,1080,4.14
891,40,1,799,512,16,1,13.3,1080,2.91
892,40,3,819,512,16,1,14,1080,3.31
893,40,3,564,512,8,0,14,1080,2.87
894,40,3,439,2000,8,0,15.6,1080,3.9
895,40,3,465,256,8,0,14,1080,3.22
896,40,1,324,256,4,0,15.6,1080,3.97
899,40,3,449,512,8,0,15.6,1080,3.86
900,40,3,920,512,16,0,14,1080,3.11
901,40,3,610,512,8,0,15.6,1080,3.73
902,40,3,489,512,8,0,15.6,1080,3.86
903,40,3,603,512,8,0,15.6,1080,3.73
904,40,3,579,512,8,1,14,1080,3.31
905,40,3,539,512,8,1,14,1080,3.31
906,40,2,1029,512,8,0,13.3,2566,2.84
908,40,3,519,256,8,1,14,1080,3.31
909,40,3,554,512,8,1,14,1080,3.55
910,40,3,608,256,8,0,15.6,1080,3.97
911,40,3,1689,1000,16,1,14,3841,3.17
913,40,3,420,256,8,0,14.96,1080,3.9
914,40,3,1210,512,16,1,14,1080,3.15
916,40,3,519,512,8,0,14,1080,3.48
917,40,3,394,256,4,0,15,1080,4.03
918,40,3,465,256,8,0,14,1080,3.48
919,40,3,740,512,8,0,14,1080,2.98
921,40,3,544,512,8,0,15.6,1080,3.9
922,40,3,539,256,8,1,14,1080,3.55
923,40,3,510,512,8,0,14,1080,3.48
924,40,1,545,256,8,0,15.6,1080,4.01
925,40,3,449,512,8,0,15.6,1080,3.97
926,40,3,404,2000,8,0,15.6,1080,3.97
927,40,3,625,256,8,0,15.6,1080,3.97
928,40,3,739,512,8,1,14,1080,3.31
929,40,3,399,256,8,0,14,1080,2.87
930,40,3,449,512,8,0,15.6,1080,3.9
931,40,3,474,512,8,0,14,1080,2.87
932,40,3,1681,1000,16,1,15.6,1080,3.95
933,40,3,682,512,8,1,14,1080,3.79
934,40,3,588,512,4,1,14,1080,3.79
935,40,3,1159,512,8,0,13.3,1200,2.65
938,40,3,399,512,8,0,15.6,1080,3.9
939,40,3,628,512,8,0,14,1080,2.98
940,40,3,1060,512,8,0,14.5,2566,2.98
943,40,3,500,512,8,0,15.6,1080,4.08
944,40,3,459,512,8,0,15.6,1080,4.19
945,40,3,415,256,4,0,14,1080,3.09
946,40,3,740,512,8,0,14,1080,3.09
947,40,1,715,512,8,0,15.6,1080,3.9
948,40,2,1127,512,8,0,13.3,2566,3.09
949,40,2,1079,256,8,0,13.3,2566,3.09
950,40,1,494,512,8,0,15.6,1080,3.9
951,40,2,1050,256,8,0,13.3,2566,2.84
952,40,1,569,512,8,0,15.6,1080,3.9
953,40,1,625,512,8,0,15.6,1080,3.9
954,40,2,1050,256,8,0,13.3,2566,2.84
955,40,2,1079,256,8,0,13.3,2566,3.09
956,40,2,1290,512,8,0,13.3,2566,2.84
957,40,2,1279,512,8,0,13.3,2566,3.09
958,40,1,685,512,8,0,14,1080,3.06
961,40,3,931,1000,16,1,14,1080,2.31
962,40,3,800,512,8,1,13.6,1080,2.98
963,40,3,745,512,8,0,14,1080,3.53
964,40,3,424,512,8,0,15.6,1080,4.03
968,40,3,380,512,4,0,15.6,1080,4.08
969,40,3,2448,512,16,0,14,1080,3.42
970,40,3,2700,1000,16,0,15.6,1080,5.51
972,40,3,501,512,4,0,14,1080,4.01
973,40,3,1060,512,8,0,14,1080,3.53
974,40,3,589,256,8,0,14,1080,3.53
975,40,3,545,512,8,0,14,1080,2.98
976,40,3,543,512,8,0,14,1080,3.31
977,40,3,1530,1000,16,0,14,3841,2.76
978,40,3,2140,512,16,0,14,2560,2.4
979,40,3,540,512,8,0,14,1080,2.43
980,40,3,2397,512,16,1,13.3,1080,3.28
981,40,1,855,512,8,1,13.3,1080,2.91
982,40,3,269,512,4,1,14,768,3.22
983,40,3,448,2000,4,0,14,768,3.53
56,50,3,300,256,4,0,11.6,768,3.09
57,50,3,300,128,4,0,11.6,768,3.09
58,50,3,800,512,8,0,15.6,1080,4.85
61,50,3,1099,512,16,0,15.6,1080,5.73
144,50,3,470,256,4,0,14,768,5.11
162,50,3,1770,1000,16,0,15.6,1080,5.07
163,50,3,595,512,4,0,14,768,5.6
170,50,3,600,256,8,0,15.6,1080,3.97
171,50,3,340,512,4,0,11.6,768,2.31
208,50,3,470,512,8,0,15.6,1080,3.75
210,50,3,610,1000,8,0,15.6,1080,3.75
216,50,3,444,512,8,0,14.1,1080,3.09
219,50,3,599,512,8,0,14,1080,4.03
221,50,1,610,256,8,0,14,1080,2.87
231,50,3,715,512,8,0,15.6,1080,4.08
306,50,3,264,256,8,0,14.1,1080,5.75
307,50,3,339,256,8,0,14,1080,2.87
332,50,3,399,512,8,0,14.1,1080,3.53
358,50,3,685,512,8,0,14,1080,2.87
395,50,3,735,512,16,0,15.6,1080,6.33
397,50,3,925,512,8,0,15.6,1080,3.97
414,50,3,328,256,8,0,14,768,3.53
417,50,3,438,256,8,0,14,1080,3.53
466,50,3,486,512,8,0,14,1080,2.76
487,50,1,339,256,8,0,14.1,1080,3.31
499,50,1,1060,1000,8,0,14,1080,3.53
572,50,3,537,512,8,0,15.6,1080,3.86
612,50,3,642,256,16,0,14,1080,3.7
718,50,3,444,256,8,0,14,1080,3.7
719,50,3,529,256,8,0,14,1080,3.7
740,50,1,689,1000,8,0,14.1,1080,3.09
967,50,3,720,512,8,0,14,1080,3.97
